,Car id,Brand,Condition,Version,Kilometers,Price,Year,City,Color,Cylindrical,Box type,Fuel,Accessories,Seller comment,Main features,Technical details,Url
57,2047670,Renault Kwid,usado,Outsider,3000,48500000,2022,Bogotá D.C.,Dorado,1000,Mecánica,Gasolina,"['Aire acondicionado', ' Bloqueo central', ' Exploradoras', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Airbags 2']",CONTACTANOS 3204727499 NAZLY JOHANNA SANCHEZ ,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': '5'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ' Hatchback'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1000'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Orientación', 'value': 'null'}, {'name': 'Velocidad Máxima', 'value': 'N/D'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'Inyección Multipunto'}, {'name': 'Cantidad y configuración de cilindros', 'value': '3 en línea'}, {'name': 'Configuración árbol de levas', 'value': 'null'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '93/4250 N·m/rpm'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '12.00'}, {'name': 'Potencia (H.P)', 'value': '67/5500 hp/rpm'}, {'name': 'Cilindrada (c.c³)', 'value': '990.00'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Mecánica'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión trasera', 'value': 'eje rígido con resortes helicoidales'}, {'name': 'Suspensión delantera', 'value': 'independiente tipo McPherson con resortes helicoidales'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'Asistida'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos', 'value': 'Frenos ABS'}, {'name': 'Tipo de frenos delanteros', 'value': 'Discos ventilados'}, {'name': 'Tipo de frenos traseros', 'value': 'Tambor'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Largo/ancho/alto (mts.)', 'value': 'Largo\t3680 mm\r\nAncho sin espejos\t1586 mm\r\nAncho con espejos\t1752 mm\r\nAlto\t1474 mm\r\n'}, {'name': 'Volúmen del baúl (lts)', 'value': '0.00'}, {'name': 'Peso (kgrs.)', 'value': '760.00'}, {'name': 'Capacidad de carga', 'value': '\t403 kg'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Número puertas', 'value': '5'}, {'name': 'Tipo de caja', 'value': 'Mecanica'}, {'name': 'Carrocería', 'value': ' Hatchback'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo Dirección', 'value': 'null'}]}]",https://www.carroya.com/vehiculo/usado/renault/kwid/outsider/2022/bogota/2047670
58,2048941,Renault Clio,usado,STYLE U 1.2,64900,32500000,2016,Bogotá D.C.,Plateado,1200,Mecánica,Gasolina,"['Aire acondicionado', ' Bloqueo central', ' Radio', ' Vidrios eléctricos', ' Airbags 2', ' Copas De Lujo']",CONTACTANOS 3204727499 NAZLY SANCHEZ ,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1200'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[],https://www.carroya.com/vehiculo/usado/renault/clio/style-u-1.2/2016/bogota/2048941
59,2036573,Nissan Sentra,usado,1.8 Exclusive Automatico,19050,81500000,2020,Bogotá D.C.,Gris,2000,Automática,Gasolina,"['Air Bag piloto', ' Aire acondicionado', ' Bloqueo central', ' Exploradoras', ' Radio', ' Vidrios eléctricos', ' Tapicería en cuero', ' Bluetooth', ' Sillas eléctricas', ' Espejos eléctricos', ' Aire Acondicionado Bizona', ' Calefacción en Sillas', ' Airbags 2']","CONTACTO NAZLY SANCHEZ499 
 ","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '2000'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[],https://www.carroya.com/vehiculo/usado/nissan/sentra/1.8-exclusive-automatico/2020/bogota/2036573
60,2045927,Mercedes Benz Clase A,usado,200 Aut,45900,84000000,2016,Bogotá D.C.,Plateado,1400,Automática,Gasolina,"['Aire acondicionado', ' Bloqueo central', ' Exploradoras', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Bluetooth', ' Airbags 2']",CONTACTANOS   3204727499 NAZLY JOHANNA SANCHEZ ,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': '4'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': 'null'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1400'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Capacidad del tanque de combustible (Galones)', 'value': '13,2\r\n'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '25,5/1.250-4000\r\n'}, {'name': 'Motor', 'value': '4 cilindros en línea, 16 válvulas, Turbo\r\n'}, {'name': 'Cilindrada (c.c³)', 'value': '1595.00'}, {'name': 'Potencia (H.P)', 'value': '153,8/5.300\r\n'}, {'name': 'Velocidad Máxima', 'value': '224'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 cilindros en línea, 16 válvulas, Turbo\r\n'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Relación de compresión', 'value': '10,3:1\r\n'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '16.00'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Automática'}, {'name': 'Cantidad de cambios adelante', 'value': '7.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión delantera', 'value': 'Independiente McPherson\r\n'}, {'name': 'Amortiguadores', 'value': 'Hidráulicos\r\n'}, {'name': 'Suspensión trasera', 'value': 'Independiente \r\n'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'Mecánica'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': ' Discos'}, {'name': 'Tipo de frenos traseros', 'value': 'Discos sólidos'}, {'name': 'Tipo de frenos', 'value': 'Hidraúlicos\r\n'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': '225/55'}, {'name': 'Dimensiones Rin', 'value': '16.00'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Peso (kgrs.)', 'value': '1370.00'}, {'name': 'Largo/ancho/alto (mts.)', 'value': '4.292/1.780/1.434\r\n'}, {'name': 'Capacidad de carga', 'value': 'ND'}, {'name': 'Volúmen del baúl (lts)', 'value': '341.00'}, {'name': 'Pasajeros', 'value': '5.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Tipo de caja', 'value': 'Automatica'}, {'name': 'Carrocería', 'value': 'null'}, {'name': 'Número puertas', 'value': '4'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo Dirección', 'value': 'null'}]}]",https://www.carroya.com/vehiculo/usado/mercedes-benz/clase-a/200-aut/2016/bogota/2045927
61,2049243,Ford Edge,usado,3.5 SE AWD Automatica,59800,105000000,2016,Valle del Cauca,Gris,3500,Automática,Gasolina,"['Air Bag pasajero', ' Air Bag piloto', ' Aire acondicionado', ' Alarma', ' Bloqueo central', ' Dirección hidráulica', ' Exploradoras', ' Limpiabrisas trasero', ' Radio', ' Radio CD', ' Radio MP3', ' Techo Corredizo', ' Rines de lujo', ' Vidrios eléctricos', ' Tapicería en cuero', ' Sensor de reversa', ' Cámara de reversa', ' Bluetooth', ' GPS', ' Sillas eléctricas', ' Espejos eléctricos', ' Techo Panoramico', ' Calefacción en Sillas', ' A A Dual', ' Sensores Delanteros', ' Cámara Frontal', ' Velocidad Crucero', ' Airbags 6', ' Copas De Lujo', ' Parqueo Automático', ' Control De Ascenso', ' Control Descenso', ' Sensor Punto Ciego', ' Android Auto']",Excelente estado pantallas traseras estribos rines de lujo,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': '5'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': '4x4'}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': 'null'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '3500'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Motor', 'value': '6 cilindros en V, 24 válvulas'}, {'name': 'Relación de compresión', 'value': '10,8:1'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'Multipunto'}, {'name': 'Potencia (H.P)', 'value': '285/6.500'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '34,9/4.000'}, {'name': 'Cantidad y configuración de cilindros', 'value': '6 cilindros en V, 24 válvulas'}, {'name': 'Tracción', 'value': '4x4'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '24.00'}, {'name': 'Cilindrada (c.c³)', 'value': '3500.00'}, {'name': 'Capacidad del tanque de combustible (Galones)', 'value': '19'}, {'name': 'Velocidad Máxima', 'value': '0.00'}, {'name': 'Tipo de Alimentación', 'value': 'Multipunto'}, {'name': 'Orientación', 'value': 'Transversal'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Cantidad de cambios adelante', 'value': '6.00'}, {'name': 'Tipo de transmisión', 'value': 'Automática'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión trasera', 'value': 'Independiente multi enlace '}, {'name': 'Amortiguadores', 'value': 'Hidráulicos'}, {'name': 'Suspensión delantera', 'value': 'Independiente McPherson'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'Mecánica'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos traseros', 'value': 'null'}, {'name': 'Tipo de frenos delanteros', 'value': ' Discos'}, {'name': 'Tipo de frenos', 'value': 'Hidraúlicos'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': '245/60R18'}, {'name': 'Dimensiones Rin', 'value': 'R18'}, {'name': 'Llantas (dimensiones)', 'value': '245/60'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Largo/ancho/alto (mts.)', 'value': '4.678/1.930/1.701'}, {'name': 'Pasajeros', 'value': '5.00'}, {'name': 'Velocidad máxima', 'value': 'ND'}, {'name': 'Peso (kgrs.)', 'value': '2064'}, {'name': 'Volúmen del baúl (lts)', 'value': '1971'}, {'name': 'Capacidad de carga', 'value': '467'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Tipo Dirección', 'value': 'Mecanica'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Número puertas', 'value': '5'}, {'name': 'Tipo de caja', 'value': 'Automatica'}, {'name': 'Carrocería', 'value': 'null'}]}]",https://www.carroya.com/vehiculo/usado/ford/edge/3.5-se-awd-automatica/2016/cali/2049243
62,2049238,KIA Picanto,usado,Emotion 1.0 Hatchback Manual A.A,27500,42500000,2019,Bogotá D.C.,Azul,1200,Mecánica,Gasolina,"['Aire acondicionado', ' Bloqueo central', ' Exploradoras', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Airbags 2']",CONTACTANOS 3204727499  NAZLY SANCHEZ ,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1200'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[],https://www.carroya.com/vehiculo/usado/kia/picanto/emotion-1.0-hatchback-manual-a.a/2019/bogota/2049238
63,2045864,Ford Ecosport,usado,2.0 4X2 AUT TITANIUM,18600,85500000,2020,Bogotá D.C.,Plateado,2000,Automática,Gasolina,"['Aire acondicionado', ' Alarma', ' Bloqueo central', ' Exploradoras', ' Radio', ' Radio CD', ' Techo Corredizo', ' Rines de lujo', ' Vidrios eléctricos', ' Tapicería en cuero', ' Sensor de reversa', ' Bluetooth', ' Sillas eléctricas', ' Espejos eléctricos', ' Limitador Velocidad', ' Airbags 2', ' Control De Ascenso', ' Control Descenso']",N/A,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '2000'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[],https://www.carroya.com/vehiculo/usado/ford/ecosport/2.0-4x2-aut-titanium/2020/bogota/2045864
64,2046604,Volkswagen Voyage,usado,,51800,49500000,2020,Bogotá D.C.,Gris,1600,Mecánica,Gasolina,[],N/A,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1600'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[],https://www.carroya.com/vehiculo/usado/volkswagen/voyage/2020/bogota/2046604
65,2049211,Ford Escape,usado,2.0 4X2,49000,95500000,2018,Bogotá D.C.,Gris,2000,Secuencial,Gasolina,"['Air Bag pasajero', ' Air Bag piloto', ' Aire acondicionado', ' Antena eléctrica', ' Dirección hidráulica', ' Exploradoras', ' Limpiabrisas trasero', ' Radio', ' Radio CD', ' Vidrios eléctricos', ' Sensor de reversa', ' Cámara de reversa', ' Bluetooth', ' Sillas eléctricas', ' Espejos eléctricos', ' Airbags 7', ' Control Descenso', ' Android Auto', ' Apple Car Play']",Camioneta Ford Escape. Perfecto Estado. Llantas NUEVAS. Modelo 2018. Solo MANTENIMIENTOS en Concesionario FORD. Motor 2.0. SE. TURBO. Numero de puertas 5. Transmisión Automática. 4x2. Gasolina. HP 245. KILOMETRAJE 49.500 KM. PAPELES AL DIA. Info whatpp 3oo-7851871 ,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': '5'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': 'null'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '2000'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Capacidad del tanque de combustible (Galones)', 'value': '15,1'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '37,3/3.000'}, {'name': 'Motor', 'value': '4 cilindros en línea, 16 válvulas, Turbo'}, {'name': 'Cilindrada (c.c³)', 'value': '1999.00'}, {'name': 'Potencia (H.P)', 'value': '240/5.500'}, {'name': 'Velocidad Máxima', 'value': '0'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 cilindros en línea, 16 válvulas, Turbo'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Relación de compresión', 'value': '9,3:1'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '16.00'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Automática'}, {'name': 'Cantidad de cambios adelante', 'value': '6.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión delantera', 'value': 'Independiente McPherson'}, {'name': 'Amortiguadores', 'value': 'Hidráulicos'}, {'name': 'Suspensión trasera', 'value': 'Independiente de doble atriculación lateral con brazos de semi arrastre'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'Mecánica'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': ' Discos'}, {'name': 'Tipo de frenos traseros', 'value': 'null'}, {'name': 'Tipo de frenos', 'value': 'Hidraúlicos'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': '235/55R17'}, {'name': 'Dimensiones Rin', 'value': '17.00'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Largo/ancho/alto (mts.)', 'value': '4.524/1.838/1.684'}, {'name': 'Capacidad de carga', 'value': '530'}, {'name': 'Peso (kgrs.)', 'value': '1629.00'}, {'name': 'Pasajeros', 'value': '5.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Tipo de caja', 'value': 'Automatica'}, {'name': 'Carrocería', 'value': 'null'}, {'name': 'Número puertas', 'value': '5'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo Dirección', 'value': 'null'}]}]",https://www.carroya.com/vehiculo/usado/ford/escape/2.0-4x2/2018/bogota/2049211
66,2049174,Volkswagen Escarabajo,usado,1.6,185000,19200000,1964,Bogotá D.C.,Amarillo,16,Mecánica,Gasolina,"['Radio', ' Radio CD', ' Radio MP3', ' Rines de lujo', ' Vidrios eléctricos']","Vehículo matriculado en el Distrito de Ibagué (Alvarado) desde su importación de Alemania. Cuenta con 4 velocidades, 1.6 CC, vidrios eléctricos, óptimas condiciones mecánicas, MUY CONSERVADO teniendo en cuenta su año de fabricación en 1955, que es su modelo. Es muy poco lo que le falta a este juguete para obtener placa de vehículo antiguo. Cuento con la carpeta original desde su manifiesto de importación, factura de compra, matrícula inicial y demás documentación.","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '16'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]",[],https://www.carroya.com/vehiculo/usado/volkswagen/escarabajo/1.6/1964/bogota/2049174
67,2049176,Nissan Sentra,usado,2.0 S Automatico Full Equipo,107000,30000000,2010,Bogotá D.C.,Gris,2000,Automática,Gasolina,"['Air Bag pasajero', ' Air Bag piloto', ' Aire acondicionado', ' Bloqueo central', ' Dirección hidráulica', ' Exploradoras', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Sensor de reversa', ' Cámara de reversa', ' Espejos eléctricos', ' Control Descenso']","MANTEMINIENTO AL DIA.
CARRO FAMILIAR.","[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': ''}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': 'Delantera'}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ''}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '2000'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Tipo de Alimentación Combustible', 'value': 'Gasolina'}, {'name': 'Potencia (H.P)', 'value': '140/5100'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 en línea'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '147/4800'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Tracción', 'value': 'Delantera'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '16.00'}, {'name': 'Cilindrada (c.c³)', 'value': '2000.00'}, {'name': 'Capacidad del tanque de combustible (Galones)', 'value': '14'}, {'name': 'Relación de compresión', 'value': '9.7:1'}, {'name': 'Tipo de Alimentación', 'value': 'Multipunto'}, {'name': 'Orientación', 'value': 'Transversal'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Automática'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión trasera', 'value': 'Eje tipo barra de torsión, con barra estabilizadora trasera integrada'}, {'name': 'Suspensión delantera', 'value': 'Suspensión independiente tipo MacPherson'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Control de frenos ABS', 'value': 'S'}, {'name': 'Tipo de frenos delanteros', 'value': 'Discos ventilados'}, {'name': 'Tipo de frenos traseros', 'value': 'Tambor'}, {'name': 'Sistema EBD', 'value': 'S'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Llantas (dimensiones)', 'value': '205/60'}, {'name': 'Material rines', 'value': 'Acero'}, {'name': 'Dimensiones Rin', 'value': 'R15'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Largo/ancho/alto (mts.)', 'value': '4.56/1.79/1.51'}, {'name': 'Peso (kgrs.)', 'value': '1357'}]}, {'autopart': 'Accesorios - Apariencia', 'specifications': [{'name': 'Aire acondicionado', 'value': 'S'}]}, {'autopart': 'Accesorios - Comodidad', 'specifications': [{'name': 'No. de Parlantes', 'value': '6.00'}, {'name': 'Computador de Abordo', 'value': 'S'}]}, {'autopart': 'Accesorios - Seguridad', 'specifications': [{'name': 'Bloqueo central', 'value': 'S'}, {'name': 'ABS', 'value': 'S'}, {'name': 'Cinturones', 'value': 'S'}]}]",https://www.carroya.com/vehiculo/usado/nissan/sentra/2.0-s-automatico-full-equipo/2010/bogota/2049176
68,2044225,KIA Picanto,usado,X-line 1.25 Hatchback Manual,21150,51000000,2021,Bogotá D.C.,Gris,1250,Mecánica,Gasolina,"['Aire acondicionado', ' Alarma', ' Bloqueo central', ' Exploradoras', ' Limpiabrisas trasero', ' Radio', ' Rines de lujo', ' Sensor de reversa', ' Cámara de reversa', ' Bluetooth', ' GPS', ' Espejos eléctricos', ' Airbags 2', ' Apple Car Play']",Somos kia plaza concesionario garantizamos que es un vehículo totalmente asegurable recibimos vehículo en parte de pago tenemos alianza con todos los bancos si necesita crédito.,"[{'name': 'Warranty', 'description': ''}, {'name': 'Average consumption', 'description': ''}, {'name': 'Door', 'description': '4'}, {'name': 'Armored', 'description': 'N'}, {'name': 'Wheel drive', 'description': ''}, {'name': 'Colors', 'description': ''}, {'name': 'Bodywork', 'description': ' Hatchback'}, {'name': 'Airbag number', 'description': ''}, {'name': 'Steering system', 'description': 'N'}, {'name': 'Gearbox', 'description': ''}, {'name': 'Engine Displacement', 'description': '1250'}, {'name': 'Assembly', 'description': ''}, {'name': 'Fuel type', 'description': 'Gasolina'}]","[{'autopart': 'Motor', 'specifications': [{'name': 'Orientación', 'value': 'null'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'Inyección Multipunto'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 en linea'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '12.4/4000'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '4.00'}, {'name': 'Potencia (H.P)', 'value': '83/6000'}, {'name': 'Cilindrada (c.c³)', 'value': '1248.00'}, {'name': 'Capacidad del tanque de combustible (Galones)', 'value': '35'}, {'name': 'Motor', 'value': '1.25L DOHC 16 Válvulas'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Mecánica'}, {'name': 'Cantidad de cambios adelante', 'value': '5.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión delantera', 'value': 'Tipo Mc Pherson con barra estabilizadora'}, {'name': 'Suspensión trasera', 'value': 'Semi-independiente '}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'Asistida Eléctricamente'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': ' Discos'}, {'name': 'Tipo de frenos', 'value': 'Frenos mecanicos en las ruedas traseras'}, {'name': 'Tipo de frenos traseros', 'value': 'Tambor'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': '185/55 R15'}, {'name': 'Dimensiones Rin', 'value': '15.00'}, {'name': 'Llantas (dimensiones)', 'value': '0.00'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Largo/ancho/alto (mts.)', 'value': '3.5/1.5/1.5'}, {'name': 'Pasajeros', 'value': '0.00'}, {'name': 'Volúmen del baúl (lts)', 'value': '255.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Número puertas', 'value': '4'}, {'name': 'Tipo Dirección', 'value': 'Asistencia Eléctrica'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo de caja', 'value': 'Mecanica'}, {'name': 'Carrocería', 'value': ' Hatchback'}]}]",https://www.carroya.com/vehiculo/usado/kia/picanto/x-line-1.25-hatchback-manual/2021/bogota/2044225
