,Car id,Brand info,Price,City,Description,make,model,variant,year,mileage,condition,fuel,color,vehicletransmission,doors,Drive train
51,1115653317,Spaek go 2011,$ 20.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007019', 'ADMIN_LEVEL_1_name': 'Cauca', 'ADMIN_LEVEL_3_id': '4069894', 'ADMIN_LEVEL_3_name': 'Popayán', 'SUBLOCALITY_LEVEL_1_id': '5308270', 'SUBLOCALITY_LEVEL_1_name': 'La Capitana'}","Papeles al día 
Traspaso inmediato 
Llantas nuevas 
Amortiguadores nuevos 
Matricula en timbio vendo o cambio
 Aire ful 
Dirección hidráulica 
Techo. 
144 km 
Muy buen estado",CHEVROLET,SPARK,GO MT 1.0L AA CT 4X2,2011,144.000 km,Usado,Gasolina,Blanco,Mecánica,5,4x2
52,1115653308,Vendo twingo,$ 18.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007012', 'ADMIN_LEVEL_1_name': 'Caldas', 'ADMIN_LEVEL_3_id': '4069632', 'ADMIN_LEVEL_3_name': 'Manizales', 'SUBLOCALITY_LEVEL_1_id': '5301735', 'SUBLOCALITY_LEVEL_1_name': 'Santa Helena'}",Twingo en buen estado,RENAULT,TWINGO,F I Dynamique MT 1.2L 16V 4X2,2011,119.500 km,Usado,Gasolina,Negro,Mecánica,3,4x2
53,1115653306,Mazda allegro 2007 1.3cc,$ 23.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007001', 'ADMIN_LEVEL_1_name': 'Valle del Cauca', 'ADMIN_LEVEL_3_id': '4069078', 'ADMIN_LEVEL_3_name': 'Cali', 'SUBLOCALITY_LEVEL_1_id': '5303827', 'SUBLOCALITY_LEVEL_1_name': 'Meléndez'}","Vendo hermoso mazda allegro 1.3cc 2007 en perfecto estado tiene soat  como también los impuestos pagos ambos hace 1 mes   llantas nuevas rines nuevos recién balanceado y alineado, también está recién sincronizado se le cambio bujías cables de alta también tiene batería en buen estado.hace mes y medio se le cambiaron amortiguadores traseros nuevos y se levantó un poquito el carro. cogineria original en cuero en buen estado además posee radio pantalla con cámara de reversa y mando en el timón. hace 2 semanas se le hizo mantenimiento al aire acondicionado el cual quedó enfriando súper bien como es la versión full equipo posee frenos ABS 2 bolsas de aire los 4 vidrios son eléctricos y espejos retrovisores eléctricos.  aceite está para cambiar alrededor de los 162.000 kilómetros y la correa del tiempo para los 174.000 kilómetros tiene alguno que otro detalle de pintura mínimos el carro. mecánicamente está en perfecto estado. el carro tiene de recorrido 159.000 kilómetros libre de multas y se puede hacer traspaso.",MAZDA,ALLEGRO HATCHBACK,9ALH3M 1.3L SA,2007,159.000 km,Usado,Gasolina,Plateado,Mecánica,5,
54,1115653297,Vendo automóvil,$ 25.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300118', 'ADMIN_LEVEL_3_name': 'Teusaquillo', 'SUBLOCALITY_LEVEL_1_id': '5306983', 'SUBLOCALITY_LEVEL_1_name': 'La Esmeralda'}","Automóvil Chevrolet Astra, 2004, como nuevo, papeles al día, listo para traspaso",CHEVROLET,ASTRA SEDAN,2.0L,2004,140.000 km,Usado,Gasolina,Blanco,Mecánica,4,
55,1115653293,Hyunday Getz mecanico,$ 15.600.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300108', 'ADMIN_LEVEL_3_name': 'Ciudad Bolívar', 'SUBLOCALITY_LEVEL_1_id': '5304529', 'SUBLOCALITY_LEVEL_1_name': 'Alvaro Bernal Segura'}","Vehículo familiar, no trabajado en plataformas, placa par de Bogotá, 4 vidrios eléctricos, mantenimiento en frenos y cambio de aceite  recién echo, dirección hidráulica, llantas delanteras nuevas, traseras ya casi para cambio, soat y tecnomecanica 1 de noviembre impuestos al día, listo para traspaso, de forma general vehículo muy bien cuidado con 150 km.",HYUNDAI,GETZ,GL MT 1.3L 12V 5P 4X2,2005,150 km,Usado,Gasolina,Otro,Mecánica,5,4x2
56,1115653251,Chevrolet spark life 1.0 (2016),$ 26.500.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300113', 'ADMIN_LEVEL_3_name': 'Puente Aranda', 'SUBLOCALITY_LEVEL_1_id': '5305677', 'SUBLOCALITY_LEVEL_1_name': 'Santa Rita III Sector'}","Vendo lindo Chevrolet spark life 1.0 (2016) ,rines de lujo, vidrios eléctricos, camara de reversa , papeles al día listo para traspaso, excelente estado precio negociable.",CHEVROLET,SPARK,Life 1.0L SA,2016,52.000 km,Usado,Gasolina,Vinotinto,Mecánica,4,
57,1115653247,Vendo hermoso carro,$ 54.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007006', 'ADMIN_LEVEL_1_name': 'Santander', 'ADMIN_LEVEL_3_id': '4069356', 'ADMIN_LEVEL_3_name': 'Girón', 'SUBLOCALITY_LEVEL_1_id': '5303019', 'SUBLOCALITY_LEVEL_1_name': 'Asodmevipo'}","Se vende hermoso carro sandero life plus 2022, con un año de uso con 7000 de kilometraje, prácticamente nuevo, sin casi uso, versión semi full.",RENAULT,SANDERO,FL Life + 1.6L 16V 4VE DPY7 RC15,2022,7.000 km,Usado,Gasolina,Gris,Mecánica,5,
58,1115653238,Fiat Mobi 2020,$ 38.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300121', 'ADMIN_LEVEL_3_name': 'Usme', 'SUBLOCALITY_LEVEL_1_id': '5307395', 'SUBLOCALITY_LEVEL_1_name': 'El Rubí'}",Fiat Mobi  nuevo  solo 14 mil kms aire acondicionado,FIAT,MOBI,"Easy POP 1.0L MT RC 14"" 5P 4X2",2020,14.000 km,Usado,Gasolina,Gris,Mecánica,5,4x2
59,1115653231,Vendo taxi,$ 72.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007001', 'ADMIN_LEVEL_1_name': 'Valle del Cauca', 'ADMIN_LEVEL_3_id': '4069078', 'ADMIN_LEVEL_3_name': 'Cali', 'SUBLOCALITY_LEVEL_1_id': '5303641', 'SUBLOCALITY_LEVEL_1_name': 'Altos de Menga'}",Taxi modelo 2017,KIA,Otros Modelos,Otros,2017,308 km,Usado,Gasolina y Gas,Amarillo,Mecánica,5,
60,1115559249,Renault Sandero 1.6 Intens / At,$ 39.900.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300117', 'ADMIN_LEVEL_3_name': 'Suba', 'SUBLOCALITY_LEVEL_1_id': '5306480', 'SUBLOCALITY_LEVEL_1_name': 'Las Villas Sector II'}","RENAULT SANDERO INTENSE AT 1.6CC

EL MEJOR DE SU AÑO MANTENIMIENTOS EN RENAULT

BLOQUEO CENTRAL, VIDRIOS ELECTRICOS, ESPEJOS ELECTRICOS, FRENOS ABS, DOBLE AIRBAG, AIRE ACONDICIONADO, DIRECCION HIDRAULICA, MANDOS DE RADIO EN EL TIMON, EXPLORADORAS

HACEMOS PERITAJE DE COMPRA O RETOMA A DOMICILIO.
*FINANCIAMOS POR FINANCIERA INICIAL 10%
*RECIBIMOS VEHÍCULO EN PARTE DE PAGO.
*DAMOS GARANTÍA SOBRE ESTRUCTURA, CAJA Y MOTOR.

HAZNOS TU COMPRA Y HACEMOS LLEGAR EL VEHICULO A CUALQUIERA DE LAS PRINCIPALES CIUDADES DEL PAIS.

ESTAMOS UBICADOS EN LA AVENIDA CALLE 129 59 33 - BARRIO CIUDAD JARDIN NORTE (ENTRE AVENIDAS VILLAS - BOYACA) Y CENTRO COMERCIAL NIZA (SOTANO)",RENAULT,SANDERO,Intens / Exclusive 1.6L 8V AA EE 4VE SR TC RA15,2016,54.000 km,Usado,Gasolina,Gris,Automática,5,
61,1107864761,BMW 316I AT,$ 74.990.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300120', 'ADMIN_LEVEL_3_name': 'Usaquén', 'SUBLOCALITY_LEVEL_1_id': '5307239', 'SUBLOCALITY_LEVEL_1_name': 'Santa Bárbara Occidental'}","Financiamos hasta el 90% del valor del vehículo hasta 60 meses, o directamente el 20%, letras mensuales. sujeto aprobación. Recibimos su vehículo usado en parte de pago. Garantía 100% de documentación. Recibimos todas las tarjetas débito o crédito. Aplican restricciones",BMW,Série 3,,2015,87.000 km,Usado,Gasolina,Blanco,Automática,4,
62,1115563487,Hyundai New Elantra Premium Mt 2 Airbags,$ 55.900.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300117', 'ADMIN_LEVEL_3_name': 'Suba', 'SUBLOCALITY_LEVEL_1_id': '5306480', 'SUBLOCALITY_LEVEL_1_name': 'Las Villas Sector II'}","ALARMA, BLOQUEO CENTRAL, COJINERIA EN TELA, RINES DE LUJO, AIRE ACONDICIONADO, EXPLORADORAS, ABS, ESPEJOS ELECTRICOS, VIDRIOS ELECTRICOS, MANDOS EN EL TIMON, DIRECCION HIDRAULICA DOBLE AIRBAG RINES DE LUJO



HACEMOS PERITAJE DE COMPRA O RETOMA A DOMICILIO.
*FINANCIAMOS POR FINANCIERA INICIAL 10%
*RECIBIMOS VEHÍCULO EN PARTE DE PAGO.
*DAMOS GARANTÍA SOBRE ESTRUCTURA, CAJA Y MOTOR.

HAZNOS TU COMPRA Y HACEMOS LLEGAR EL VEHICULO A CUALQUIERA DE LAS PRINCIPALES CIUDADES DEL PAIS.

ESTAMOS UBICADOS EN LA AVENIDA CALLE 129 59 33 - BARRIO CIUDAD JARDIN NORTE (ENTRE AVENIDAS VILLAS - BOYACA) Y CENTRO COMERCIAL NIZA (SOTANO)",HYUNDAI,ELANTRA,NB Premium MT 1.6L 2AB 4X2,2017,40.500 km,Usado,Gasolina,Azul,Mecánica,4,4x2
63,1115472874,CHEVROLET SPARK S.A,$ 19.980.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300120', 'ADMIN_LEVEL_3_name': 'Usaquén', 'SUBLOCALITY_LEVEL_1_id': '5307239', 'SUBLOCALITY_LEVEL_1_name': 'Santa Bárbara Occidental'}","Financiamos hasta el 90% del valor del vehículo hasta 60 meses, o directamente el 20%, letras mensuales. sujeto aprobación. Recibimos su vehículo usado en parte de pago. Garantía 100% de documentación. Recibimos todas las tarjetas débito o crédito. Aplican restricciones",CHEVROLET,SPARK,LS MT 1.0L SA 4X2,2011,110.000 km,Usado,Gasolina,Negro,Mecánica,5,4x2
64,1111827203,"Topolino clásico descapotable, motor original. Todo al día m",$ 17.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007001', 'ADMIN_LEVEL_1_name': 'Valle del Cauca', 'ADMIN_LEVEL_3_id': '4069078', 'ADMIN_LEVEL_3_name': 'Cali', 'SUBLOCALITY_LEVEL_1_id': '5303717', 'SUBLOCALITY_LEVEL_1_name': 'El Morichal'}","Fiat topolino clásico excelente estado, todo le funciona, descapotable, motor original, papeles al día. 1978.",FIAT,Topolino,Otros,1978,30.000 km,Usado,Gasolina,Blanco,Mecánica,2,
65,1115653210,"Venta de mazda 2 sedan prime 2020, automatico , perfecto estado . libre de deudas , esta para traspaso inmediato .",$ 62.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007001', 'ADMIN_LEVEL_1_name': 'Valle del Cauca', 'ADMIN_LEVEL_3_id': '4069078', 'ADMIN_LEVEL_3_name': 'Cali', 'SUBLOCALITY_LEVEL_1_id': '5303673', 'SUBLOCALITY_LEVEL_1_name': 'Centenario'}","Segunda dueña , perfecto estado , Solo efectivo.",MAZDA,2 SEDAN,FL Prime AT 1.5L 2AB RA15,2020,41.691 km,Usado,Gasolina,Blanco,Automática,5,
66,1115653192,Vendo spark life mod 2015,$ 25.900.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007002', 'ADMIN_LEVEL_1_name': 'Antioquia', 'ADMIN_LEVEL_3_id': '4069120', 'ADMIN_LEVEL_3_name': 'Medellín', 'SUBLOCALITY_LEVEL_1_id': '5301240', 'SUBLOCALITY_LEVEL_1_name': 'Centro Administrativo'}","Incluye:
Aire acondicionado 
Vidrios eléctricos 
Puertas eléctricas 
Alarma
Spoilers
Motor sin reparar
Radio
Protector de cárter
sensor de reversa
Excelente estado, único dueño, está ubicado en la ciudad Medellín, totalmente negociable.",CHEVROLET,SPARK,Life MT 1.0L SA 4X2,2015,76.500 km,Usado,Gasolina,Gris,Mecánica,5,4x2
67,1114568207,HermosaVenta Seat Arona,$ 66.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300104', 'ADMIN_LEVEL_3_name': 'Barrios Unidos', 'SUBLOCALITY_LEVEL_1_id': '5304035', 'SUBLOCALITY_LEVEL_1_name': 'Rincón Del Salitre - Urbanización Modelo II'}","Seat arona 2022, sillas en cuero",SEAT,ARONA,Reference MT 1.6L 4X2,2022,9.500 km,Usado,Gasolina,Plateado,Mecánica,5,4x2
68,1115653177,Camioneta strada aventure full equipo 4x2 modelo 2018,$ 49.800.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007001', 'ADMIN_LEVEL_1_name': 'Valle del Cauca', 'ADMIN_LEVEL_3_id': '4069078', 'ADMIN_LEVEL_3_name': 'Cali', 'SUBLOCALITY_LEVEL_1_id': '5303704', 'SUBLOCALITY_LEVEL_1_name': 'El Cedro'}",Hermosa camioneta Fiat strada aventure full equipo modelo 2018 con 85mil kilometros llantas nuevas con sistema bloqueo diferencial  lista para traspaso.,FIAT,STRADA,Otros,2018,85.000 km,Usado,Gasolina,Rojo,Mecánica,4,
69,1115653175,Van n 300 max a la venta,$ 31.500.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300108', 'ADMIN_LEVEL_3_name': 'Ciudad Bolívar', 'SUBLOCALITY_LEVEL_1_id': '5304671', 'SUBLOCALITY_LEVEL_1_name': 'Lucero Bajo'}",Tecnomecanica hasta junio 2022 y soat hasta febrero 2023  buen estado. Uso familiar. 3153153,CHEVROLET,VAN N300,Otros,2012,145.500 km,Usado,Gasolina,Blanco,,5,
70,1115653137,Duster expresión 2015,$ 36.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300111', 'ADMIN_LEVEL_3_name': 'Kennedy', 'SUBLOCALITY_LEVEL_1_id': '5305547', 'SUBLOCALITY_LEVEL_1_name': 'Urbanización Los Cristales - Urbanización La Rebeca'}",Perfecto estado único dueño motivo viaje..,RENAULT,DUSTER,"Expression MT 1.6L 1AB VED RC 16"" 4X2",2015,160 km,Usado,Gasolina y Gas,Blanco,Mecánica,5,4x2
71,1115653123,TAXI  HIUNDAY i10 MODELO 2016,$ 58.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007001', 'ADMIN_LEVEL_1_name': 'Valle del Cauca', 'ADMIN_LEVEL_3_id': '4069078', 'ADMIN_LEVEL_3_name': 'Cali', 'SUBLOCALITY_LEVEL_1_id': '5303700', 'SUBLOCALITY_LEVEL_1_name': 'Doce de Octubre'}","En buen estado, licencia , seguros todo al dia",HYUNDAI,i10,,2016,200.000 km,Usado,Gasolina y Gas,Amarillo,Mecánica,4,
72,1115653086,Renault Captur Zen Nueva !,$ 75.250.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007022', 'ADMIN_LEVEL_1_name': 'Boyacá', 'ADMIN_LEVEL_3_id': '4069966', 'ADMIN_LEVEL_3_name': 'Sogamoso'}","Vendo Renault Captur modelo 2021, version mecánica, full equipo, asegurada todo riesgo, película de seguridad, cámara de reversa original Renault, llantas al 90%, sin detalles, todo al día.",RENAULT,CAPTUR,"Zen MT 2.0L EE 4VE RA 17"" 4X2",2021,1.600 km,Usado,Gasolina,Negro,Mecánica,5,4x2
73,1115652894,Vendo carro Sprint,$ 8.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007009', 'ADMIN_LEVEL_1_name': 'Tolima', 'ADMIN_LEVEL_3_id': '4069484', 'ADMIN_LEVEL_3_name': 'Ibagué', 'SUBLOCALITY_LEVEL_1_id': '5303581', 'SUBLOCALITY_LEVEL_1_name': 'Urbanización Villa Jardín'}","Vendo carro Sprint papeles 
Al día más información  al número",Otro,Otros,,1980,0 km,Usado,Gasolina,Blanco,Mecánica,4,
74,1115652882,Se vende/permuta mayor valor,$ 70.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300120', 'ADMIN_LEVEL_3_name': 'Usaquén', 'SUBLOCALITY_LEVEL_1_id': '5307253', 'SUBLOCALITY_LEVEL_1_name': 'Tardes De San José'}","Kia tonic vibrant 
Modelo 2020
Documentos al día 
Mantenimientos al día",KIA,TONIC,Vivrant AT 1.6L 4P 2AB ABS CR RA16,2020,22.000 km,,Gasolina,Gris,Automática Secuencial,5,
75,1115652875,DAEWOO LANOS 1998 EXCELENTE ESTADO,$ 11.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007012', 'ADMIN_LEVEL_1_name': 'Caldas', 'ADMIN_LEVEL_3_id': '4069632', 'ADMIN_LEVEL_3_name': 'Manizales', 'SUBLOCALITY_LEVEL_1_id': '5301671', 'SUBLOCALITY_LEVEL_1_name': 'El Campín'}","Vendo DAEWOO LANOS modelo 98, excelente estado, 5 puertas",DAEWOO,LANOS,,1998,190.013 km,Usado,Gasolina,Vinotinto,Mecánica,5,
76,1115652874,Se vende leconomico spart Gt full equipo,$ 30.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300114', 'ADMIN_LEVEL_3_name': 'Rafael Uribe Uribe', 'SUBLOCALITY_LEVEL_1_id': '5305849', 'SUBLOCALITY_LEVEL_1_name': 'Urbanización Sosiego Norte'}",Chevrolet spark gt modelo 2014 económico,CHEVROLET,Spark GT,LT 1.2L,2014,98.000 km,Usado,Gasolina,Rojo,Mecánica,5,
77,1115652870,Kia Saúl 2011,$ 31.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007001', 'ADMIN_LEVEL_1_name': 'Valle del Cauca', 'ADMIN_LEVEL_3_id': '4069078', 'ADMIN_LEVEL_3_name': 'Cali', 'SUBLOCALITY_LEVEL_1_id': '5303893', 'SUBLOCALITY_LEVEL_1_name': 'San Pedro'}",Exelente estado,KIA,SOUL,,2011,147.826 km,Usado,Gasolina,Gris,Mecánica,5,
78,1115298667,Mazda 3 2016 Prime Automático,$ 57.000.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300111', 'ADMIN_LEVEL_3_name': 'Kennedy', 'SUBLOCALITY_LEVEL_1_id': '5305437', 'SUBLOCALITY_LEVEL_1_name': 'Mandalay'}","Vehiculo familiar
-Papeles al día para octubre
-Excelente estado tanto mecánico como estético.
-Carpeta completa de mantenimientos con sus respectivas facturas.
- 2do dueño
Nunca chocado, no tiene prenda, ni embargos ni ninguna limitación.
Peritaje donde guste.

Venta directa. No se permuta.",MAZDA,3 SEDAN,Prime AT 2.0L 2AB RA16,2016,90.000 km,Usado,Gasolina,Gris,Automática,4,
79,1115652848,Mazda cx5 2020,$ 104.800.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007002', 'ADMIN_LEVEL_1_name': 'Antioquia', 'ADMIN_LEVEL_3_id': '4069120', 'ADMIN_LEVEL_3_name': 'Medellín', 'SUBLOCALITY_LEVEL_1_id': '5301220', 'SUBLOCALITY_LEVEL_1_name': 'Bomboná No.2'}","Cx5 2020 
Touring 2.0
Papeles nuevos
Tránsito envigado
42 mil kms 
Traspaso inmediato 
104'800.000$$",MAZDA,CX5,"Touring TP 2.0L 153HP CR RA 17"" 4X4",2020,42.000 km,Usado,,,,,4x4
80,1115458035,Mazda 2 1.5 Prime Sedan,$ 63.500.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300117', 'ADMIN_LEVEL_3_name': 'Suba', 'SUBLOCALITY_LEVEL_1_id': '5306480', 'SUBLOCALITY_LEVEL_1_name': 'Las Villas Sector II'}","Mazda 2 PRIME MECANICO SEDAN 1.5CC

ERFECTO ESTADO POCO USO , FULL EQUIPO EL MEJOR EN SU AÑO. DOBLE AIRBAG MANTENIMIENTO EN MAZDA.

ALARMA, BLOQUEO , ELEVAVIDRIOS EN LAS 4 PT, DIRECCION HIDRAULICA, AIRE ACONDICIONADO, RINES DE LUJO, 2 AIRBAGS. ESPEJOS ELECTRICOS, EXPLORADORAS, , FRENOS ABS, FRENOS EBD, CONTROL DE ESTABILIDAD, TRANSMISION MECANICA, MOTOR DE 16 VALVULAS, TECNOLOGIA SKYACTIV, RADIO MP3 CON CONECTIVIDAD BLUETOOTH, COJINERIA EN TELA.

HACEMOS PERITAJE DE COMPRA O RETOMA A DOMICILIO.
*FINANCIAMOS POR FINANCIERA INICIAL 10%
*RECIBIMOS VEHÍCULO EN PARTE DE PAGO.
*DAMOS GARANTÍA SOBRE ESTRUCTURA, CAJA Y MOTOR.

HAZNOS TU COMPRA Y HACEMOS LLEGAR EL VEHICULO A CUALQUIERA DE LAS PRINCIPALES CIUDADES DEL PAIS.

ESTAMOS UBICADOS EN LA AVENIDA CALLE 129 59 33 - BARRIO CIUDAD JARDIN NORTE (ENTRE AVENIDAS VILLAS - BOYACA) Y CENTRO COMERCIAL NIZA (SOTANO)",MAZDA,2 SEDAN,FL Prime 1.5L 2AB RA15,2021,18.000 km,Usado,Gasolina,Plateado,Mecánica,4,
81,1115479305,Hyundai Accent 1.4l 4 p,$ 41.900.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007000', 'ADMIN_LEVEL_1_name': 'Bogotá', 'ADMIN_LEVEL_3_id': '4300117', 'ADMIN_LEVEL_3_name': 'Suba', 'SUBLOCALITY_LEVEL_1_id': '5306480', 'SUBLOCALITY_LEVEL_1_name': 'Las Villas Sector II'}","ALARMA, BLOQUEO CENTRAL, COJINERIA EN TELA, RINES DE LUJO, AIRE ACONDICIONADO, EXPLORADORAS, ESPEJOS ELECTRICOS, VIDRIOS ELECTRICOS, MANDOS EN EL TIMON, DIRECCION HIDRAULICA.

HACEMOS PERITAJE DE COMPRA O RETOMA A DOMICILIO.
*FINANCIAMOS POR FINANCIERA INICIAL 10%
*RECIBIMOS VEHÍCULO EN PARTE DE PAGO.
*DAMOS GARANTÍA SOBRE ESTRUCTURA, CAJA Y MOTOR.

HAZNOS TU COMPRA Y HACEMOS LLEGAR EL VEHICULO A CUALQUIERA DE LAS PRINCIPALES CIUDADES DEL PAIS.

ESTAMOS UBICADOS EN LA AVENIDA CALLE 129 59 33 - BARRIO CIUDAD JARDIN NORTE (ENTRE AVENIDAS VILLAS - BOYACA) Y CENTRO COMERCIAL NIZA (SOTANO)",HYUNDAI,ACCENT,NB Advance MT 1.4L AA 4P 4X2,2015,84.000 km,Usado,Gasolina,Gris,Mecánica,4,4x2
82,1115189691,KIA RIO ZENITH SEDAN 2021 AUTOMATICO MOTOR 1.4 4X2 GASOLINA,$ 74.900.000,"{'COUNTRY_id': '1000001', 'COUNTRY_name': 'Colombia', 'ADMIN_LEVEL_1_id': '2007005', 'ADMIN_LEVEL_1_name': 'Norte de Santander', 'ADMIN_LEVEL_3_id': '4069313', 'ADMIN_LEVEL_3_name': 'Cúcuta', 'SUBLOCALITY_LEVEL_1_id': '5307592', 'SUBLOCALITY_LEVEL_1_name': 'Carlos García Lozada'}",KIA RIO ZENITH SEDAN 2021 AUTOMATICO MOTOR 1.4 4X2 GASOLINA,KIA,RIO SEDAN,Zenith AT 1.4L CT TC RA17,2021,20.999 km,Usado,Gasolina,Blanco,Automática,4,
